observation_date, DJIA 
9/16/15,16739.95
9/17/15,16674.74
9/18/15,16384.58
9/21/15,16510.19
9/22/15,16330.47
9/23/15,16279.89
9/24/15,16201.32
9/25/15,16314.67
9/28/15,16001.89
9/29/15,16049.13
9/30/15,16284.7
10/1/15,16272.01
10/2/15,16472.37
10/5/15,16776.43
10/6/15,16790.19
10/7/15,16912.29
10/8/15,17050.75
10/9/15,17084.49
10/12/15,17131.86
10/13/15,17081.89
10/14/15,16924.75
10/15/15,17141.75
10/16/15,17215.97
10/19/15,17230.54
10/20/15,17217.11
10/21/15,17168.61
10/22/15,17489.16
10/23/15,17646.7
10/26/15,17623.05
10/27/15,17581.43
10/28/15,17779.52
10/29/15,17755.8
10/30/15,17663.54
11/2/15,17828.76
11/3/15,17918.15
11/4/15,17867.58
11/5/15,17863.43
11/6/15,17910.33
11/9/15,17730.48
11/10/15,17758.21
11/11/15,17702.22
11/12/15,17448.07
11/13/15,17245.24
11/16/15,17483.01
11/17/15,17489.5
11/18/15,17737.16
11/19/15,17732.75
11/20/15,17823.81
11/23/15,17792.68
11/24/15,17812.19
11/25/15,17813.39
11/26/15,
11/27/15,17798.49
11/30/15,17719.92
12/1/15,17888.35
12/2/15,17729.68
12/3/15,17477.67
12/4/15,17847.63
12/7/15,17730.51
12/8/15,17568
12/9/15,17492.3
12/10/15,17574.75
12/11/15,17265.21
12/14/15,17368.5
12/15/15,17524.91
12/16/15,17749.09
12/17/15,17495.84
12/18/15,17128.55
12/21/15,17251.62
12/22/15,17417.27
12/23/15,17602.61
12/24/15,17552.17
12/25/15,
12/28/15,17528.27
12/29/15,17720.98
12/30/15,17603.87
12/31/15,17425.03
1/1/16,
1/4/16,17148.94
1/5/16,17158.66
1/6/16,16906.51
1/7/16,16514.1
1/8/16,16346.45
1/11/16,16398.57
1/12/16,16516.22
1/13/16,16151.41
1/14/16,16379.05
1/15/16,15988.08
1/18/16,
1/19/16,16016.02
1/20/16,15766.74
1/21/16,15882.68
1/22/16,16093.51
1/25/16,15885.22
1/26/16,16167.23
1/27/16,15944.46
1/28/16,16069.64
1/29/16,16466.3
2/1/16,16449.18
2/2/16,16153.54
2/3/16,16336.66
2/4/16,16416.58
2/5/16,16204.97
2/8/16,16027.05
2/9/16,16014.38
2/10/16,15914.74
2/11/16,15660.18
2/12/16,15973.84
2/15/16,
2/16/16,16196.41
2/17/16,16453.83
2/18/16,16413.43
2/19/16,16391.99
2/22/16,16620.66
2/23/16,16431.78
2/24/16,16484.99
2/25/16,16697.29
2/26/16,16639.97
2/29/16,16516.5
3/1/16,16865.08
3/2/16,16899.32
3/3/16,16943.9
3/4/16,17006.77
3/7/16,17073.95
3/8/16,16964.1
3/9/16,17000.36
3/10/16,16995.13
3/11/16,17213.31
3/14/16,17229.13
3/15/16,17251.53
3/16/16,17325.76
3/17/16,17481.49
3/18/16,17602.3
3/21/16,17623.87
3/22/16,17582.57
3/23/16,17502.59
3/24/16,17515.73
3/25/16,
3/28/16,17535.39
3/29/16,17633.11
3/30/16,17716.66
3/31/16,17685.09
4/1/16,17792.75
4/4/16,17737
4/5/16,17603.32
4/6/16,17716.05
4/7/16,17541.96
4/8/16,17576.96
4/11/16,17556.41
4/12/16,17721.25
4/13/16,17908.28
4/14/16,17926.43
4/15/16,17897.46
4/18/16,18004.16
4/19/16,18053.6
4/20/16,18096.27
4/21/16,17982.52
4/22/16,18003.75
4/25/16,17977.24
4/26/16,17990.32
4/27/16,18041.55
4/28/16,17830.76
4/29/16,17773.64
5/2/16,17891.16
5/3/16,17750.91
5/4/16,17651.26
5/5/16,17660.71
5/6/16,17740.63
5/9/16,17705.91
5/10/16,17928.35
5/11/16,17711.12
5/12/16,17720.5
5/13/16,17535.32
5/16/16,17710.71
5/17/16,17529.98
5/18/16,17526.62
5/19/16,17435.4
5/20/16,17500.94
5/23/16,17492.93
5/24/16,17706.05
5/25/16,17851.51
5/26/16,17828.29
5/27/16,17873.22
5/30/16,
5/31/16,17787.2
6/1/16,17789.67
6/2/16,17838.56
6/3/16,17807.06
6/6/16,17920.33
6/7/16,17938.28
6/8/16,18005.05
6/9/16,17985.19
6/10/16,17865.34
6/13/16,17732.48
6/14/16,17674.82
6/15/16,17640.17
6/16/16,17733.1
6/17/16,17675.16
6/20/16,17804.87
6/21/16,17829.73
6/22/16,17780.83
6/23/16,18011.07
6/24/16,17400.75
6/27/16,17140.24
6/28/16,17409.72
6/29/16,17694.68
6/30/16,17929.99
7/1/16,17949.37
7/4/16,
7/5/16,17840.62
7/6/16,17918.62
7/7/16,17895.88
7/8/16,18146.74
7/11/16,18226.93
7/12/16,18347.67
7/13/16,18372.12
7/14/16,18506.41
7/15/16,18516.55
7/18/16,18533.05
7/19/16,18559.01
7/20/16,18595.03
7/21/16,18517.23
7/22/16,18570.85
7/25/16,18493.06
7/26/16,18473.75
7/27/16,18472.17
7/28/16,18456.35
7/29/16,18432.24
8/1/16,18404.51
8/2/16,18313.77
8/3/16,18355
8/4/16,18352.05
8/5/16,18543.53
8/8/16,18529.29
8/9/16,18533.05
8/10/16,18495.66
8/11/16,18613.52
8/12/16,18576.47
8/15/16,18636.05
8/16/16,18552.02
8/17/16,18573.94
8/18/16,18597.7
8/19/16,18552.57
8/22/16,18529.42
8/23/16,18547.3
8/24/16,18481.48
8/25/16,18448.41
8/26/16,18395.4
8/29/16,18502.99
8/30/16,18454.3
8/31/16,18400.88
9/1/16,18419.3
9/2/16,18491.96
9/5/16,
9/6/16,18538.12
9/7/16,18526.14
9/8/16,18479.91
9/9/16,18085.45
9/12/16,18325.07
9/13/16,18066.75
9/14/16,18034.77
9/15/16,18212.48
9/16/16,18123.8
9/19/16,18120.17
9/20/16,18129.96
9/21/16,18293.7
9/22/16,18392.46
9/23/16,18261.45
9/26/16,18094.83
9/27/16,18228.3
9/28/16,18339.24
9/29/16,18143.45
9/30/16,18308.15
10/3/16,18253.85
10/4/16,18168.45
10/5/16,18281.03
10/6/16,18268.5
10/7/16,18240.49
10/10/16,18329.04
10/11/16,18128.66
10/12/16,18144.2
10/13/16,18098.94
10/14/16,18138.38
10/17/16,18086.4
10/18/16,18161.94
10/19/16,18202.62
10/20/16,18162.35
10/21/16,18145.71
10/24/16,18223.03
10/25/16,18169.27
10/26/16,18199.33
10/27/16,18169.68
10/28/16,18161.19
10/31/16,18142.42
11/1/16,18037.1
11/2/16,17959.64
11/3/16,17930.67
11/4/16,17888.28
11/7/16,18259.6
11/8/16,18332.74
11/9/16,18589.69
11/10/16,18807.88
11/11/16,18847.66
11/14/16,18868.69
11/15/16,18923.06
11/16/16,18868.14
11/17/16,18903.82
11/18/16,18867.93
11/21/16,18956.69
11/22/16,19023.87
11/23/16,19083.18
11/24/16,
11/25/16,19152.14
11/28/16,19097.9
11/29/16,19121.6
11/30/16,19123.58
12/1/16,19191.93
12/2/16,19170.42
12/5/16,19216.24
12/6/16,19251.78
12/7/16,19549.62
12/8/16,19614.81
12/9/16,19756.85
12/12/16,19796.43
12/13/16,19911.21
12/14/16,19792.53
12/15/16,19852.24
12/16/16,19843.41
12/19/16,19883.06
12/20/16,19974.62
12/21/16,19941.96
12/22/16,19918.88
12/23/16,19933.81
12/26/16,
12/27/16,19945.04
12/28/16,19833.68
12/29/16,19819.78
12/30/16,19762.6
1/2/17,
1/3/17,19881.76
1/4/17,19942.16
1/5/17,19899.29
1/6/17,19963.8
1/9/17,19887.38
1/10/17,19855.53
1/11/17,19954.28
1/12/17,19891
1/13/17,19885.73
1/16/17,
1/17/17,19826.77
1/18/17,19804.72
1/19/17,19732.4
1/20/17,19827.25
1/23/17,19799.85
1/24/17,19912.71
1/25/17,20068.51
1/26/17,20100.91
1/27/17,20093.78
1/30/17,19971.13
1/31/17,19864.09
2/1/17,19890.94
2/2/17,19884.91
2/3/17,20071.46
2/6/17,20052.42
2/7/17,20090.29
2/8/17,20054.34
2/9/17,20172.4
2/10/17,20269.37
2/13/17,20412.16
2/14/17,20504.41
2/15/17,20611.86
2/16/17,20619.77
2/17/17,20624.05
2/20/17,
2/21/17,20743
2/22/17,20775.6
2/23/17,20810.32
2/24/17,20821.76
2/27/17,20837.44
2/28/17,20812.24
3/1/17,21115.55
3/2/17,21002.97
3/3/17,21005.71
3/6/17,20954.34
3/7/17,20924.76
3/8/17,20855.73
3/9/17,20858.19
3/10/17,20902.98
3/13/17,20881.48
3/14/17,20837.37
3/15/17,20950.1
3/16/17,20934.55
3/17/17,20914.62
3/20/17,20905.86
3/21/17,20668.01
3/22/17,20661.3
3/23/17,20656.58
3/24/17,20596.72
3/27/17,20550.98
3/28/17,20701.5
3/29/17,20659.32
3/30/17,20728.49
3/31/17,20663.22
4/3/17,20650.21
4/4/17,20689.24
4/5/17,20648.15
4/6/17,20662.95
4/7/17,20656.1
4/10/17,20658.02
4/11/17,20651.3
4/12/17,20591.86
4/13/17,20453.25
4/14/17,
4/17/17,20636.92
4/18/17,20523.28
4/19/17,20404.49
4/20/17,20578.71
4/21/17,20547.76
4/24/17,20763.89
4/25/17,20996.12
4/26/17,20975.09
4/27/17,20981.33
4/28/17,20940.51
5/1/17,20913.46
5/2/17,20949.89
5/3/17,20957.9
5/4/17,20951.47
5/5/17,21006.94
5/8/17,21012.28
5/9/17,20975.78
5/10/17,20943.11
5/11/17,20919.42
5/12/17,20896.61
5/15/17,20981.94
5/16/17,20979.75
5/17/17,20606.93
5/18/17,20663.02
5/19/17,20804.84
5/22/17,20894.83
5/23/17,20937.91
5/24/17,21012.42
5/25/17,21082.95
5/26/17,21080.28
5/29/17,
5/30/17,21029.47
5/31/17,21008.65
6/1/17,21144.18
6/2/17,21206.29
6/5/17,21184.04
6/6/17,21136.23
6/7/17,21173.69
6/8/17,21182.53
6/9/17,21271.97
6/12/17,21235.67
6/13/17,21328.47
6/14/17,21374.56
6/15/17,21359.9
6/16/17,21384.28
6/19/17,21528.99
6/20/17,21467.14
6/21/17,21410.03
6/22/17,21397.29
6/23/17,21394.76
6/26/17,21409.55
6/27/17,21310.66
6/28/17,21454.61
6/29/17,21287.03
6/30/17,21349.63
7/3/17,21479.27
7/4/17,
7/5/17,21478.17
7/6/17,21320.04
7/7/17,21414.34
7/10/17,21408.52
7/11/17,21409.07
7/12/17,21532.14
7/13/17,21553.09
7/14/17,21637.74
7/17/17,21629.72
7/18/17,21574.73
7/19/17,21640.75
7/20/17,21611.78
7/21/17,21580.07
7/24/17,21513.17
7/25/17,21613.43
7/26/17,21711.01
7/27/17,21796.55
7/28/17,21830.31
7/31/17,21891.12
8/1/17,21963.92
8/2/17,22016.24
8/3/17,22026.1
8/4/17,22092.81
8/7/17,22118.42
8/8/17,22085.34
8/9/17,22048.7
8/10/17,21844.01
8/11/17,21858.32
8/14/17,21993.71
8/15/17,21998.99
8/16/17,22024.87
8/17/17,21750.73
8/18/17,21674.51
8/21/17,21703.75
8/22/17,21899.89
8/23/17,21812.09
8/24/17,21783.4
8/25/17,21813.67
8/28/17,21808.4
8/29/17,21865.37
8/30/17,21892.43
8/31/17,21948.1
9/1/17,21987.56
9/4/17,
9/5/17,21753.31
9/6/17,21807.64
9/7/17,21784.78
9/8/17,21797.79
9/11/17,22057.37
9/12/17,22118.86
9/13/17,22158.18
9/14/17,22203.48
9/15/17,22268.34
9/18/17,22331.35
9/19/17,22370.8
9/20/17,22412.59
9/21/17,22359.23
9/22/17,22349.59
9/25/17,22296.09
9/26/17,22284.32
9/27/17,22340.71
9/28/17,22381.2
9/29/17,22405.09
10/2/17,22557.6
10/3/17,22641.67
10/4/17,22661.64
10/5/17,22775.39
10/6/17,22773.67
10/9/17,22761.07
10/10/17,22830.68
10/11/17,22872.89
10/12/17,22841.01
10/13/17,22871.72
10/16/17,22956.96
10/17/17,22997.44
10/18/17,23157.6
10/19/17,23163.04
10/20/17,23328.63
10/23/17,23273.96
10/24/17,23441.76
10/25/17,23329.46
10/26/17,23400.86
10/27/17,23434.19
10/30/17,23348.74
10/31/17,23377.24
11/1/17,23435.01
11/2/17,23516.26
11/3/17,23539.19
11/6/17,23548.42
11/7/17,23557.23
11/8/17,23563.36
11/9/17,23461.94
11/10/17,23422.21
11/13/17,23439.7
11/14/17,23409.47
11/15/17,23271.28
11/16/17,23458.36
11/17/17,23358.24
11/20/17,23430.33
11/21/17,23590.83
11/22/17,23526.18
11/23/17,
11/24/17,23557.99
11/27/17,23580.78
11/28/17,23836.71
11/29/17,23940.68
11/30/17,24272.35
12/1/17,24231.59
12/4/17,24290.05
12/5/17,24180.64
12/6/17,24140.91
12/7/17,24211.48
12/8/17,24329.16
12/11/17,24386.03
12/12/17,24504.8
12/13/17,24585.43
12/14/17,24508.66
12/15/17,24651.74
12/18/17,24792.2
12/19/17,24754.75
12/20/17,24726.65
12/21/17,24782.29
12/22/17,24754.06
12/25/17,
12/26/17,24746.21
12/27/17,24774.3
12/28/17,24837.51
12/29/17,24719.22
1/1/18,
1/2/18,24824.01
1/3/18,24922.68
1/4/18,25075.13
1/5/18,25295.87
1/8/18,25283
1/9/18,25385.8
1/10/18,25369.13
1/11/18,25574.73
1/12/18,25803.19
1/15/18,
1/16/18,25792.86
1/17/18,26115.65
1/18/18,26017.81
1/19/18,26071.72
1/22/18,26214.6
1/23/18,26210.81
1/24/18,26252.12
1/25/18,26392.79
1/26/18,26616.71
1/29/18,26439.48
1/30/18,26076.89
1/31/18,26149.39
2/1/18,26186.71
2/2/18,25520.96
2/5/18,24345.75
2/6/18,24912.77
2/7/18,24893.35
2/8/18,23860.46
2/9/18,24190.9
2/12/18,24601.27
2/13/18,24640.45
2/14/18,24893.49
2/15/18,25200.37
2/16/18,25219.38
2/19/18,
2/20/18,24964.75
2/21/18,24797.78
2/22/18,24962.48
2/23/18,25309.99
2/26/18,25709.27
2/27/18,25410.03
2/28/18,25029.2
3/1/18,24608.98
3/2/18,24538.06
3/5/18,24874.76
3/6/18,24884.12
3/7/18,24801.36
3/8/18,24895.21
3/9/18,25335.74
3/12/18,25178.61
3/13/18,25007.03
3/14/18,24758.12
3/15/18,24873.66
3/16/18,24946.51
3/19/18,24610.91
3/20/18,24727.27
3/21/18,24682.31
3/22/18,23957.89
3/23/18,23533.2
3/26/18,24202.6
3/27/18,23857.71
3/28/18,23848.42
3/29/18,24103.11
3/30/18,
4/2/18,23644.19
4/3/18,24033.36
4/4/18,24264.3
4/5/18,24505.22
4/6/18,23932.76
4/9/18,23979.1
4/10/18,24408
4/11/18,24189.45
4/12/18,24483.05
4/13/18,24360.14
4/16/18,24573.04
4/17/18,24786.63
4/18/18,24748.07
4/19/18,24664.89
4/20/18,24462.94
4/23/18,24448.69
4/24/18,24024.13
4/25/18,24083.83
4/26/18,24322.34
4/27/18,24311.19
4/30/18,24163.15
5/1/18,24099.05
5/2/18,23924.98
5/3/18,23930.15
5/4/18,24262.51
5/7/18,24357.32
5/8/18,24360.21
5/9/18,24542.54
5/10/18,24739.53
5/11/18,24831.17
5/14/18,24899.41
5/15/18,24706.41
5/16/18,24768.93
5/17/18,24713.98
5/18/18,24715.09
5/21/18,25013.29
5/22/18,24834.41
5/23/18,24886.81
5/24/18,24811.76
5/25/18,24753.09
5/28/18,
5/29/18,24361.45
5/30/18,24667.78
5/31/18,24415.84
6/1/18,24635.21
6/4/18,24813.69
6/5/18,24799.98
6/6/18,25146.39
6/7/18,25241.41
6/8/18,25316.53
6/11/18,25322.31
6/12/18,25320.73
6/13/18,25201.2
6/14/18,25175.31
6/15/18,25090.48
6/18/18,24987.47
6/19/18,24700.21
6/20/18,24657.8
6/21/18,24461.7
6/22/18,24580.89
6/25/18,24252.8
6/26/18,24283.11
6/27/18,24117.59
6/28/18,24216.05
6/29/18,24271.41
7/2/18,24307.18
7/3/18,24174.82
7/4/18,
7/5/18,24356.74
7/6/18,24456.48
7/9/18,24776.59
7/10/18,24919.66
7/11/18,24700.45
7/12/18,24924.89
7/13/18,25019.41
7/16/18,25064.36
7/17/18,25119.89
7/18/18,25199.29
7/19/18,25064.5
7/20/18,25058.12
7/23/18,25044.29
7/24/18,25241.94
7/25/18,25414.1
7/26/18,25527.07
7/27/18,25451.06
7/30/18,25306.83
7/31/18,25415.19
8/1/18,25333.82
8/2/18,25326.16
8/3/18,25462.58
8/6/18,25502.18
8/7/18,25628.91
8/8/18,25583.75
8/9/18,25509.23
8/10/18,25313.14
8/13/18,25187.7
8/14/18,25299.92
8/15/18,25162.41
8/16/18,25558.73
8/17/18,25669.32
8/20/18,25758.69
8/21/18,25822.29
8/22/18,25733.6
8/23/18,25656.98
8/24/18,25790.35
8/27/18,26049.64
8/28/18,26064.02
8/29/18,26124.57
8/30/18,25986.92
8/31/18,25964.82
9/3/18,
9/4/18,25952.48
9/5/18,25974.99
9/6/18,25995.87
9/7/18,25916.54
9/10/18,25857.07
9/11/18,25971.06
9/12/18,25998.92
9/13/18,26145.99
9/14/18,26154.67
9/17/18,26062.12
9/18/18,26246.96
9/19/18,26405.76
9/20/18,26656.98
9/21/18,26743.5
9/24/18,26562.05
9/25/18,26492.21
9/26/18,26385.28
9/27/18,26439.93
9/28/18,26458.31
10/1/18,26651.21
10/2/18,26773.94
10/3/18,26828.39
10/4/18,26627.48
10/5/18,26447.05
10/8/18,26486.78
10/9/18,26430.57
10/10/18,25598.74
10/11/18,25052.83
10/12/18,25339.99
10/15/18,25250.55
10/16/18,25798.42
10/17/18,25706.68
10/18/18,25379.45
10/19/18,25444.34
10/22/18,25317.41
10/23/18,25191.43
10/24/18,24583.42
10/25/18,24984.55
10/26/18,24688.31
10/29/18,24442.92
10/30/18,24874.64
10/31/18,25115.76
11/1/18,25380.74
11/2/18,25270.83
11/5/18,25461.7
11/6/18,25635.01
11/7/18,26180.3
11/8/18,26191.22
11/9/18,25989.3
11/12/18,25387.18
11/13/18,25286.49
11/14/18,25080.5
11/15/18,25289.27
11/16/18,25413.22
11/19/18,25017.44
11/20/18,24465.64
11/21/18,24464.69
11/22/18,
11/23/18,24285.95
11/26/18,24640.24
11/27/18,24748.73
11/28/18,25366.43
11/29/18,25338.84
11/30/18,25538.46
12/3/18,25826.43
12/4/18,25027.07
12/5/18,
12/6/18,24947.67
12/7/18,24388.95
12/10/18,24423.26
12/11/18,24370.24
12/12/18,24527.27
12/13/18,24597.38
12/14/18,24100.51
12/17/18,23592.98
12/18/18,23675.64
12/19/18,23323.66
12/20/18,22859.6
12/21/18,22445.37
12/24/18,21792.2
12/25/18,
12/26/18,22878.45
12/27/18,23138.82
12/28/18,23062.4
12/31/18,23327.46
1/1/19,
1/2/19,23346.24
1/3/19,22686.22
1/4/19,23433.16
1/7/19,23531.35
1/8/19,23787.45
1/9/19,23879.12
